timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-17T22:45:41,codecarbon,685fd3a6-3000-4583-b6b2-36d4efbaef1f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.04855469998437911,2.344276523197948e-06,4.828114526404534e-05,47.5,0.0,0.08984613418579102,0.0005381322697927115,0.0004469936909279326,1.0166176734703449e-06,0.000986142578394114,Canada,CAN,quebec,,,Windows-10-10.0.19045-SP0,3.13.1,2.8.3,16,Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz,1,1 x NVIDIA GeForce RTX 3080,-73.7686,45.6679,31.91707992553711,process,N,1.0
